circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,CHANDAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,743.0,26.75
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,CHENNAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,207.0,9.0
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,DHARPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,2881.0,35.25
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,ERRAKUNTA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,2815.0,19.25
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,GAJAGATLAPALLI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,528.0,25.25
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,GAVVALAPALLY THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,146.0,13.0
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,GAWALAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,17,13.0,3897.0,39.0
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,JANGARAI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,3122.0,30.5
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,MOOSAPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,10.0,6181.0,26.13
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,NAGULAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,158.0,12.5
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,NAGULPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,4.0,1331.0,9.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,NARAYANAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,305.0,18.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,NARAYANPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,6.0,90.0,13.13
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,NARSAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,35,35.0,12847.0,117.74
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,NARSAPUR TOWN-1 EDLABAZAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,1845.0,8.05
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,NARSAPUR TOWN-2 CHOWRASTHA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,4626.0,23.8
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,NARSAPUR TOWN-3 DHARMASHALA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,5198.0,32.58
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,NARSAPUR TOWN-4 BANK BAZAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,2820.0,40.03
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,NARSAPUR TOWN-5 MANDAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,3461.0,18.55
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,NATHNAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,10.0,4864.0,24.88
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,PATHOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,,0.0,1.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,PEDDA CHINTAKUNTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,2334.0,15.63
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,KAMARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,565.0,23.25
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,KAMARAM THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,648.0,6.0
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,KHAJAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,24,24.0,6590.0,48.75
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,KHAJAPUR THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,2458.0,15.75
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,KORVIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,1976.0,19.5
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,MADOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,16.0,1670.0,28.5
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,MALLUPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,683.0,9.0
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,MIRJAPALLY THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,57.0,1.5
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,MIRZAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,22,22.0,1442.0,44.5
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,RAMAIPALLY (SH),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,53.0,7.75
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,RUDRARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,5747.0,26.75
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,S. KONDAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,20.0,5064.0,60.25
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,SANGAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,519.0,16.0
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,SHALIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,19.0,1677.0,34.5
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,SHANKARAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,31,31.0,14079.0,81.5
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,PEDDACHINTHA KUNTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,504.0,18.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,PILLIKUNTLA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,888.0,11.25
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,R.C. POOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,7.0,1397.0,16.75
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,RAHIMGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,,0.0,1.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,RAMCHANDRA PURAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,707.0,13.5
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,RAMJYA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,264.0,13.5
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,REDDY PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,330.0,15.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,REDDYPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,3.0,1350.0,14.63
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,RUSTHUMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,631.0,15.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,RUSTUMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,5.0,469.0,13.75
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,SEETARAMPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,2.0,110.0,8.88
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,SEETHARAMPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,,0.0,3.75
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,TIRUMALAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,2391.0,18.75
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,TUJALPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,1871.0,7.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,TUJALPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,715.0,18.75
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,TULJARAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,5.0,847.0,15.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,YELLAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,3.0,3371.0,8.38
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,YELLAREDDYGUDA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,644.0,12.75
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,YERRAKUNTA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,207.0,12.0
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,SURARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,16.0,165.0,38.63
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,T.MANDAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,20.0,3223.0,41.25
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,T.MANDAPUR THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,9.0,3.5
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,VENKATRAOPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,266.0,12.0
MEDAK,MEDAK,MEDAK,MEDAK (T) MANDA,MEDAK TOWN,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,250,220.0,95234.0,811.95
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,AURANGABAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,663.0,21.0
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,AURANGABAD THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,129.0,6.0
MEDAK,MEDAK,PAPANNAPET,ALLADURG,ALLADURG,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,23,23.0,1154.0,41.14
MEDAK,MEDAK,PAPANNAPET,ALLADURG,APPAJIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,43.0,7.01
MEDAK,MEDAK,PAPANNAPET,ALLADURG,BAHIRANDIBBA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,2610.0,16.51
MEDAK,MEDAK,PAPANNAPET,ALLADURG,BURANWADI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,392.0,3.0
MEDAK,MEDAK,PAPANNAPET,ALLADURG,CHEVELLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,9.0,3528.0,29.52
MEDAK,MEDAK,PAPANNAPET,ALLADURG,CHILVER,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,3256.0,17.51
MEDAK,MEDAK,PAPANNAPET,ALLADURG,CHOUDERPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,2002.0,13.51
MEDAK,MEDAK,PAPANNAPET,ALLADURG,DOSAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,357.0,8.79
MEDAK,MEDAK,PAPANNAPET,ALLADURG,GADIPEDDAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,23,23.0,4736.0,40.77
MEDAK,MEDAK,PAPANNAPET,ALLADURG,GAJWADA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,13.0,6699.0,18.52
MEDAK,MEDAK,PAPANNAPET,ALLADURG,GOLLAKUNTA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,116.0,4.0
MEDAK,MEDAK,PAPANNAPET,ALLADURG,JAGRIYAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,4298.0,10.26
MEDAK,MEDAK,PAPANNAPET,ALLADURG,KAIDAM PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,215.0,2.26
MEDAK,MEDAK,PAPANNAPET,ALLADURG,KONDAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,332.0,5.26
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,B.BHOOTHPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,990.0,26.0
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,BURUGUPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,26,22.0,2323.0,55.39
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,BYATHOLE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,2768.0,21.0
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,CHOUTLAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,1361.0,7.5
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,FAREEDPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,17,15.0,2802.0,31.04
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,GAJIREDDIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,253.0,6.0
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,H.GHANAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,,0.0,2.0
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,HAVELI GHANPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,17,14.0,443.0,64.37
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,JAKKANAPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,12.0,38596.0,88.75
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,KOPPARAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,,0.0,4.75
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,KOTHAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,13.0,893.0,30.25
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,KUCHANAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,6406.0,27.63
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,KUCHANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,,0.0,2.0
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,LINGASANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,10714.0,44.06
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,MADULWAI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,607.0,11.75
MEDAK,MEDAK,PAPANNAPET,ALLADURG,KOTHWAL PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,2255.0,15.26
MEDAK,MEDAK,PAPANNAPET,ALLADURG,KUSANGI NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,0.0,1.01
MEDAK,MEDAK,PAPANNAPET,ALLADURG,MAKTH VENKATAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,471.0,5.26
MEDAK,MEDAK,PAPANNAPET,ALLADURG,MARPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,618.0,8.51
MEDAK,MEDAK,PAPANNAPET,ALLADURG,MOHAMMADAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,633.0,8.74
MEDAK,MEDAK,PAPANNAPET,ALLADURG,MUPPARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,950.0,12.27
MEDAK,MEDAK,PAPANNAPET,ALLADURG,MUSLAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,2639.0,31.77
MEDAK,MEDAK,PAPANNAPET,ALLADURG,NADIMI THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,300.0,9.5
MEDAK,MEDAK,PAPANNAPET,ALLADURG,NEELAKANTI PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,74.0,2.0
MEDAK,MEDAK,PAPANNAPET,ALLADURG,PEDDA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,318.0,4.0
MEDAK,MEDAK,PAPANNAPET,ALLADURG,POCHARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,15142.0,34.26
MEDAK,MEDAK,PAPANNAPET,ALLADURG,PYARARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,253.0,3.76
MEDAK,MEDAK,PAPANNAPET,ALLADURG,R.ITIKYAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,2608.0,12.26
MEDAK,MEDAK,PAPANNAPET,ALLADURG,RAMPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,3.0,187.0,16.26
MEDAK,MEDAK,PAPANNAPET,ALLADURG,REDDY PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,5.0,265.0,21.51
MEDAK,MEDAK,PAPANNAPET,ALLADURG,REGODE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,16.0,2156.0,23.91
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,MAQDUMPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,11076.0,18.25
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,MUTHAI KOTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,15.0,1444.0,34.0
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,MUTHAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,9.0,2994.0,22.5
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,NAGAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,13.0,2324.0,34.5
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,POCHAMMARAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,6.0,1610.0,18.5
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,RAJPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,13.0,546.0,33.75
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,SARDANA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,,0.0,2.0
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,SARDHANA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,35,34.0,4575.0,70.19
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,SCHOOL THANDA ,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,142.0,9.75
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,SERIKUCHANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,,0.0,3.0
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,SHALIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,102.0,13.0
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,SHUKTALPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,0.0,1.0
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,SULTHANPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,8.0,91.0,19.25
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,THIMMAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,20.0,3615.0,43.5
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,THOGITTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,7.0,1150.0,22.0
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,WADI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,12.0,3007.0,35.25
MEDAK,MEDAK,MEDAK,MEDAK RURAL2,AUSLAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,31,31.0,8930.0,74.25
MEDAK,MEDAK,PAPANNAPET,ALLADURG,SANGAMESHWER THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,353.0,4.26
MEDAK,MEDAK,PAPANNAPET,ALLADURG,SEETA NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,4.0,1152.0,7.01
MEDAK,MEDAK,PAPANNAPET,ALLADURG,SINDOLE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,468.0,48.26
MEDAK,MEDAK,PAPANNAPET,ALLADURG,T.LINGAMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,562.0,6.26
MEDAK,MEDAK,PAPANNAPET,ALLADURG,TATIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,0.0,1.26
MEDAK,MEDAK,PAPANNAPET,ALLADURG,TIMMAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,111.0,4.26
MEDAK,MEDAK,PAPANNAPET,ALLADURG,VENKATRAO PET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,7.0,807.0,20.76
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,ABLAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,9.0,3118.0,15.01
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,AMRIYA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,6.0,2259.0,13.25
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,ANNARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,18,16.0,3815.0,27.52
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,AREPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,900.0,5.01
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,ARKELA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,7.0,1133.0,13.27
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,BACHARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,989.0,10.27
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,CHEEKODE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,12.0,4363.0,22.26
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,CHITRIYAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,7.0,921.0,14.26
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,DAKYA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,384.0,8.75
MEDAK,MEDAK,MEDAK,MEDAK RURAL2,BALANAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,624.0,29.0
MEDAK,MEDAK,MEDAK,MEDAK RURAL2,CHITYAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,1830.0,33.0
MEDAK,MEDAK,MEDAK,MEDAK RURAL2,GANGAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,3436.0,32.75
MEDAK,MEDAK,MEDAK,MEDAK RURAL2,GUTTAKINDAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,353.0,13.25
MEDAK,MEDAK,MEDAK,MEDAK RURAL2,JANAKAMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,1525.0,15.5
MEDAK,MEDAK,MEDAK,MEDAK RURAL2,KHAZIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,19.0,3511.0,35.5
MEDAK,MEDAK,MEDAK,MEDAK RURAL2,KOMTUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,3463.0,16.25
MEDAK,MEDAK,MEDAK,MEDAK RURAL2,MACHARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,25,25.0,1371.0,52.25
MEDAK,MEDAK,MEDAK,MEDAK RURAL2,MAKTA BHOOTPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,17,17.0,5243.0,41.5
MEDAK,MEDAK,MEDAK,MEDAK RURAL2,MALKAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,1312.0,9.25
MEDAK,MEDAK,MEDAK,MEDAK RURAL2,MAMBOJIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,18,18.0,5373.0,51.75
MEDAK,MEDAK,MEDAK,MEDAK RURAL2,PASHAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,72.0,5.5
MEDAK,MEDAK,MEDAK,MEDAK RURAL2,PATHUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,24,24.0,5124.0,52.25
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,DOULAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,3.0,858.0,8.51
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,GAJULAGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,9.0,2332.0,16.77
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,GANDHARAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,1714.0,16.02
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,JAYAPURAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1947.0,9.51
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,KANDIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,4.0,1558.0,10.26
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,KODEPAK,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,28,25.0,7119.0,65.77
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,KOMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,2613.0,13.76
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,KOTHALINGAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,2167.0,8.01
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,KOTHAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,33,28.0,8604.0,68.52
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,KURTIWADA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,22,21.0,1360.0,73.26
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,LAXMINAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,1380.0,16.57
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,MADIRE KOTHAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,237.0,0.26
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,MALLAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,11.0,6634.0,20.52
