circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
MEDAK,MEDAK,NARSAPOOR,KULCHARM,APPOJIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,16.0,2303.0,32.5
MEDAK,MEDAK,NARSAPOOR,KULCHARM,CH GHANPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,20.0,3913.0,50.25
MEDAK,MEDAK,NARSAPOOR,KULCHARM,CH. GHANPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,494.0,120.23
MEDAK,MEDAK,NARSAPOOR,KULCHARM,JUMALPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,94.0,1.0
MEDAK,MEDAK,NARSAPOOR,KULCHARM,KISTAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,2882.0,4.75
MEDAK,MEDAK,NARSAPOOR,KULCHARM,KISTAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,1513.0,19.0
MEDAK,MEDAK,NARSAPOOR,KULCHARM,KONAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,1949.0,4.75
MEDAK,MEDAK,NARSAPOOR,KULCHARM,KONAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,3812.0,12.75
MEDAK,MEDAK,NARSAPOOR,KULCHARM,KONGODE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,100.0,1.0
MEDAK,MEDAK,PAPANNAPET,TEKMAL,CHALLAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,2.0,292.0,5.25
MEDAK,MEDAK,PAPANNAPET,TEKMAL,CHANDRU THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,1912.0,18.5
MEDAK,MEDAK,PAPANNAPET,TEKMAL,CHERUVUMUNDARI THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,107.0,2.0
MEDAK,MEDAK,PAPANNAPET,TEKMAL,DADAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1552.0,10.25
MEDAK,MEDAK,PAPANNAPET,TEKMAL,DHANOORA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,4374.0,18.5
MEDAK,MEDAK,PAPANNAPET,TEKMAL,EKLASPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,3.0,298.0,9.3
MEDAK,MEDAK,PAPANNAPET,TEKMAL,GOLLAGUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,5.0,1368.0,14.13
MEDAK,MEDAK,PAPANNAPET,TEKMAL,HASANMOHAMMED PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,655.0,9.15
MEDAK,MEDAK,PAPANNAPET,TEKMAL,K.KOTHAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,705.0,2.5
MEDAK,MEDAK,PAPANNAPET,TEKMAL,KAMMARIKATHA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,126.0,1.76
MEDAK,MEDAK,PAPANNAPET,TEKMAL,KHADLOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,19.0,2764.0,34.5
MEDAK,MEDAK,PAPANNAPET,TEKMAL,KORAMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,4906.0,20.25
MEDAK,MEDAK,PAPANNAPET,TEKMAL,KUSANGI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,19.0,5142.0,33.75
MEDAK,MEDAK,PAPANNAPET,TEKMAL,MALKAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,589.0,7.5
MEDAK,MEDAK,PAPANNAPET,TEKMAL,MUTHYALABANDAM(THAND,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,0.0,1.0
MEDAK,MEDAK,PAPANNAPET,TEKMAL,PALVANCHA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,17,17.0,2837.0,24.75
MEDAK,MEDAK,PAPANNAPET,TEKMAL,POGULAVENKATAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,611.0,8.75
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,PILLUTLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,3764.0,19.4
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,POTHULAGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,3311.0,15.5
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,RATHNAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,8774.0,24.58
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,REDYA THANDA ,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,10.0,1696.0,33.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,RUPLA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,394.0,10.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,SEETHARAM THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,6.0,492.0,14.25
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,SHABASHPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,3175.0,24.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,SIKINDLAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,4545.0,18.68
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,SIVAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,26,26.0,5091.0,71.21
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,TALLAPALLY THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,667.0,7.25
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,THIMMAPUR (S),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,7.0,2211.0,17.94
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,USIRIKA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,9.0,2973.0,20.74
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,ALLAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,856.0,10.28
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,BRAHMANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,6.0,4903.0,15.98
MEDAK,MEDAK,NARSAPOOR,KULCHARM,KONGODU,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,2233.0,21.75
MEDAK,MEDAK,NARSAPOOR,KULCHARM,KULCHARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,44,36.0,8393.0,90.31
MEDAK,MEDAK,NARSAPOOR,KULCHARM,N JALLALPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,90.0,7.0
MEDAK,MEDAK,NARSAPOOR,KULCHARM,N. JALALPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,377.0,1.0
MEDAK,MEDAK,NARSAPOOR,KULCHARM,PAITHRA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,8767.0,7.38
MEDAK,MEDAK,NARSAPOOR,KULCHARM,PAITRA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,1519.0,23.25
MEDAK,MEDAK,NARSAPOOR,KULCHARM,POTHA REDDY PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,2796.0,20.0
MEDAK,MEDAK,NARSAPOOR,KULCHARM,POTHAM SHETPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,11119.0,33.5
MEDAK,MEDAK,NARSAPOOR,KULCHARM,POTHAMSETPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,63.0,2.0
MEDAK,MEDAK,NARSAPOOR,KULCHARM,POTHAREDDY PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,2.0,1.0
MEDAK,MEDAK,NARSAPOOR,KULCHARM,RAMPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,99.0,1.2
MEDAK,MEDAK,NARSAPOOR,KULCHARM,RAMPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,360.0,16.25
MEDAK,MEDAK,NARSAPOOR,KULCHARM,RANGAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,22,22.0,3264.0,51.0
MEDAK,MEDAK,NARSAPOOR,KULCHARM,SANGAIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,20.0,1948.0,45.0
MEDAK,MEDAK,NARSAPOOR,KULCHARM,SEETHARAM THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,150.0,10.0
MEDAK,MEDAK,NARSAPOOR,KULCHARM,TUKKAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,2639.0,8.75
MEDAK,MEDAK,NARSAPOOR,KULCHARM,VASURAM THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,1145.0,17.25
MEDAK,MEDAK,NARSAPOOR,KULCHARM,VENKATAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,75.0,1.0
MEDAK,MEDAK,NARSAPOOR,KULCHARM,VENKATAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,2041.0,6.75
MEDAK,MEDAK,PAPANNAPET,TEKMAL,RANGAPPA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,841.0,4.76
MEDAK,MEDAK,PAPANNAPET,TEKMAL,SALOGI PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,667.0,11.25
MEDAK,MEDAK,PAPANNAPET,TEKMAL,SANGYA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,377.0,8.1
MEDAK,MEDAK,PAPANNAPET,TEKMAL,SARMANKUNTA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,539.0,5.0
MEDAK,MEDAK,PAPANNAPET,TEKMAL,SERIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,3149.0,11.1
MEDAK,MEDAK,PAPANNAPET,TEKMAL,SHABAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,9.0,2507.0,14.5
MEDAK,MEDAK,PAPANNAPET,TEKMAL,SURAM PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,805.0,4.75
MEDAK,MEDAK,PAPANNAPET,TEKMAL,TAMPLOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,4532.0,9.85
MEDAK,MEDAK,PAPANNAPET,TEKMAL,TEKMAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,33,29.0,4964.0,53.89
MEDAK,MEDAK,PAPANNAPET,TEKMAL,VENKATAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,6.0,602.0,8.85
MEDAK,MEDAK,PAPANNAPET,TEKMAL,YELLAMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,7.0,1500.0,11.31
MEDAK,MEDAK,PAPANNAPET,TEKMAL,YELLUKURTHY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,5101.0,14.75
MEDAK,MEDAK,PAPANNAPET,TEKMAL,YELLUPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,4432.0,12.3
MEDAK,MEDAK,PAPANNAPET,TEKMAL,YELUPUGONDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,633.0,9.75
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,DHATARPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1311.0,11.45
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,GHANPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,23,19.0,2885.0,54.75
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,GUNDAREDDYPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,20.0,3811.0,33.24
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,HYDERGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,,0.0,2.0
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,IMMAMPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,863.0,23.11
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,ISLAMPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,3220.0,25.73
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,JANDAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,1306.0,3.99
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,KISTAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,3394.0,18.49
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,KONAIPALLY(B),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,518.0,9.28
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,LINGAREDDYPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,5254.0,11.78
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,MALKAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,10.0,2341.0,20.28
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,NAGULAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,11.0,1682.0,22.73
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,NARSAM PALLY (B),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,6.0,321.0,19.15
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,PADALPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,7.0,1400.0,16.74
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,POTHRAJPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,4.0,478.0,15.5
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,RAVELLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,34479.0,64.82
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,TOOPRAN,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,84,56.0,16426.0,251.38
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,VENKATA RATNAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,260.0,9.0
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,VENKATAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,3895.0,19.82
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,VENKATAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,1.0,222.0,6.91
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,WATTOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,221.0,4.0
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,YAVAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,14.0,1889.0,27.09
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,ACHAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,4280.0,12.15
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,ANDUGULPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,624.0,20.94
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,ARE GUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,1553.0,19.75
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,BANDA P PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,16.0,4181.0,42.98
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,BASWAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,135.0,19.5
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,BOMMARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,5.0,3868.0,17.9
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,CHERLAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,1644.0,23.98
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,DAMARANCHA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,20.0,3602.0,40.15
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,DHARMARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,3510.0,31.11
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,EDULAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,2990.0,24.82
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,ELKPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,2408.0,10.69
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,ESHWANTHA RAO PET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,16.0,2753.0,36.0
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,G K PURAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,777.0,7.0
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,HAKEEMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,2311.0,10.75
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,HASTHALPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,13.0,7792.0,28.98
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,KOPPULPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,5540.0,30.74
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,KUKUNOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,20.0,1997.0,41.35
MEDAK,MEDAK,NARSAPOOR,KULCHARM,WARIGUNTHAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,4683.0,30.5
MEDAK,MEDAK,NARSAPOOR,KULCHARM,Y MANDAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,849.0,12.0
MEDAK,MEDAK,NARSAPOOR,KULCHARM,Y. MANDAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,70.0,10.38
MEDAK,MEDAK,NARSAPOOR,KULCHARM,YENIGANDLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,27,26.0,14229.0,76.91
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,ACHAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,4.0,1233.0,15.38
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,ADMAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,220.0,4.75
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,ADMAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,201.0,3.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,AHMEDNAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,6.0,259.0,22.13
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,AVANCHA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,399.0,9.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,AWANCHA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,1416.0,9.63
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,BRAHMANAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,2070.0,18.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,BRAHMANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,3.0,2339.0,12.25
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,C.C. KUNTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,37.0,8.5
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,CHINNA CHINTA KUNTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,361.0,18.5
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,CHIPPAL THURTHY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,5.0,587.0,24.38
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,CHIPPALTHURTHY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,612.0,18.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,GOLLAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,542.0,9.25
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,LINGAREDDY PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,352.0,3.86
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,M.JALALPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,1392.0,29.89
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,MANEPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,21,21.0,7518.0,42.89
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,MANGALPARTHY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,18,18.0,1632.0,46.95
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,MASAIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,52,52.0,11627.0,102.1
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,MELLORE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,4051.0,22.17
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,MOHAMMAD NAGAR THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,1423.0,13.5
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,NANGASANPALLY/NARASAMPALL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,390.0,11.75
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,PEDDAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,1054.0,3.75
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,RAMAIPALLY ,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,3170.0,13.5
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,RAMANTHAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,5477.0,30.75
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,RAMANTHAPUR THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,797.0,12.0
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,SERILLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,535.0,19.75
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,SHAMSHIREDDYPALLY THANDA ,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,628.0,10.5
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,SHETPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,23,23.0,4991.0,42.5
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,STAION MASAIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,2422.0,11.25
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,UPPULINGAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,3668.0,30.4
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,GUDAM GADDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,93.0,3.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,GUDEMGADDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,3.0,234.0,11.63
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,HANMANTHAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,2.0,1878.0,7.88
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,IBRAHIMABAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,41.0,3.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,IBRAHIMBAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,9.0,2987.0,24.13
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,JAKKUPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,1109.0,8.5
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,KAGAZI MADDUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,481.0,16.5
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,KHAGZI MADDOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,2082.0,12.25
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,KHAJIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,1.0,0.0,6.88
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,KHAZIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,351.0,12.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,KONDAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,1563.0,4.75
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,LINGAPUR (N),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,2196.0,22.5
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,MADAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,10.0,1820.0,30.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,MANTHOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,1.0,170.0,12.38
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,MANTHUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,342.0,12.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,MOHAMMADABAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,265.0,24.0
MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,MOHMEDABAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,5.0,832.0,27.94
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,YELDHURTHY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,36,31.0,8667.0,79.85
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,AGRAHARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,2055.0,11.25
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,AMBOJIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,5050.0,25.5
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,BHAGEERATHIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,468.0,12.25
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,CHANDAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,3556.0,37.0
